ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0001885	endothelial cell development	10/900	59/18670	0.000471697416821711	0.0107182517576897	0.0088561754239636	HAPLN2/PDE2A/CDH5/CLDN5/HEG1/WNT7A/SOX18/PECAM1/F2RL1/PROC	10
BP	GO:0022617	extracellular matrix disassembly	12/900	81/18670	0.00048126476853899	0.0108371287293982	0.0089543999608677	SCUBE1/CMA1/CTSG/KLKB1/FGFR4/TPSAB1/A2M/TLL1/MMP7/MMP12/MMP1/MMP11	12
BP	GO:0048041	focal adhesion assembly	12/900	81/18670	0.00048126476853899	0.0108371287293982	0.0089543999608677	MYOC/FAM107A/TEK/ACTN2/SFRP1/ACVRL1/CORO2B/DLC1/ARHGAP6/LIMCH1/GPM6B/KDR	12
BP	GO:0072091	regulation of stem cell proliferation	11/900	70/18670	0.000490077355918787	0.0109679658446276	0.00906250681174523	CX3CL1/TBX3/FBLN1/CX3CR1/SOX18/SOX17/PTN/EPCAM/OVOL1/SOX11/FERMT1	11
BP	GO:0051271	negative regulation of cellular component movement	34/900	384/18670	0.000491463162471811	0.0109679658446276	0.00906250681174523	WNT3A/SLIT2/NDRG4/SEMA3G/SEMA6A/ANGPT4/ADARB1/SFRP1/SEMA5A/ACVRL1/GNRH1/IL33/TIE1/DLC1/CX3CL1/RECK/MMRN2/FBLN1/CX3CR1/MCC/DUSP1/MAPK15/FGF2/SEMA6D/SEMA3D/LIMCH1/CXCL12/STARD13/NAV3/PTN/PTPRM/SEMA4B/MARVELD3/FRMD5	34
BP	GO:0007589	body fluid secretion	13/900	93/18670	0.00050602390499156	0.0112427266713458	0.00928953358216085	CHRM1/VIP/CAV1/CDO1/FGF10/NPR1/APLN/PRKCE/AQP1/NME1/KCNN4/XDH/AGR2	13
BP	GO:0001558	regulation of cell growth	36/900	416/18670	0.000522132902708573	0.0115493025692042	0.00954284820786418	WNT3A/TNR/FAM107A/FHL1/SLIT2/SEMA3G/SEMA6A/CAV3/LTBP4/SLIT3/SFRP1/SEMA5A/DCC/NPR1/ACVRL1/PI16/MEG3/RASGRP2/CRYAB/KIF26A/SEMA6D/NTRK3/SEMA3D/SOX17/FBLN5/HBEGF/CXCL12/CYP27B1/SFN/KIF14/SEMA4B/CRABP2/RASAL1/KRT17/SPP1/HNF4A	36
BP	GO:0034767	positive regulation of ion transmembrane transport	18/900	156/18670	0.000533081161692554	0.0117285921483552	0.00969098990116883	NOS1/FXYD1/RAMP3/ARC/ADRB2/ACTN2/SHANK3/CACNG4/RGS9/CX3CL1/ATP1B2/TRPC1/RYR2/GSTM2/WNK2/ATP1B1/TESC/HTR3A	18
BP	GO:0070838	divalent metal ion transport	40/900	479/18670	0.000536593952585655	0.0117285921483552	0.00969098990116883	WNT3A/P2RX2/GPM6A/ADRA1A/NOS1/CAV1/NMUR1/RAMP3/CAV3/MCOLN3/TMC2/RAMP2/PDE2A/CALCRL/TRPC3/ATP1A2/CACNG4/RGS9/CASQ2/CX3CL1/REM1/P2RX1/FGF2/PRKCE/CACNB4/TRPC1/RYR2/SLC39A8/CACNA2D2/CXCL12/JPH4/CDH23/GSTM2/PDGFB/CYP27B1/ATP1B1/KCNN4/NIPAL1/FAM155B/SPINK1	40
BP	GO:0051893	regulation of focal adhesion assembly	10/900	60/18670	0.000541969351124235	0.0117285921483552	0.00969098990116883	MYOC/FAM107A/TEK/SFRP1/ACVRL1/DLC1/ARHGAP6/LIMCH1/GPM6B/KDR	10
BP	GO:0090109	regulation of cell-substrate junction assembly	10/900	60/18670	0.000541969351124235	0.0117285921483552	0.00969098990116883	MYOC/FAM107A/TEK/SFRP1/ACVRL1/DLC1/ARHGAP6/LIMCH1/GPM6B/KDR	10
BP	GO:0150116	regulation of cell-substrate junction organization	10/900	60/18670	0.000541969351124235	0.0117285921483552	0.00969098990116883	MYOC/FAM107A/TEK/SFRP1/ACVRL1/DLC1/ARHGAP6/LIMCH1/GPM6B/KDR	10
BP	GO:0001990	regulation of systemic arterial blood pressure by hormone	8/900	40/18670	0.000549190931333417	0.0117828560761191	0.00973582658483095	MME/AVPR2/CMA1/CTSG/CES1/GJA5/EDN2/F2RL1	8
BP	GO:1905819	negative regulation of chromosome separation	8/900	40/18670	0.000549190931333417	0.0117828560761191	0.00973582658483095	DUSP1/MAD2L1/TTK/PLK1/CCNB1/BUB1B/AURKB/CDC20	8
BP	GO:0060993	kidney morphogenesis	13/900	94/18670	0.000561831636055688	0.0119855390398262	0.00990329754209324	GPC3/TCF21/FGF10/NPNT/WNT2B/FGF2/FAT4/FRAS1/SIX4/HOXB7/KIF26B/SIX2/GCNT3	13
BP	GO:0048705	skeletal system morphogenesis	24/900	239/18670	0.000563433021476126	0.0119855390398262	0.00990329754209324	TEK/HOXA4/SFRP1/HHIP/FREM1/HOXA5/COL13A1/TBX4/PHOSPHO1/HOXA2/HOXA6/CYP26B1/WNT7A/COL21A1/DSCAML1/TCF15/CSRNP1/SIX4/HOXB7/SIX2/SOX11/NKX3-2/COL11A1/BARX2	24
BP	GO:1904064	positive regulation of cation transmembrane transport	17/900	144/18670	0.000578471059428242	0.0122532916359398	0.0101245336181821	NOS1/FXYD1/RAMP3/ARC/ADRB2/ACTN2/SHANK3/CACNG4/RGS9/CX3CL1/ATP1B2/TRPC1/RYR2/GSTM2/WNK2/ATP1B1/TESC	17
BP	GO:0048732	gland development	37/900	434/18670	0.00058254771178484	0.0122875781063815	0.010152863517849	WNT3A/CPB2/SOSTDC1/TCF21/CAV1/CDO1/ALDH1A2/CAV3/LIMS2/FGF10/SFRP1/FOXF1/TBX2/PGR/HOXA5/GATA2/VTN/APLN/HLX/TBX3/SLC46A2/APOA1/OTC/PTN/NME1/ELF3/LSR/SIX4/MDK/CCNB2/XDH/HNF1A/FA2H/E2F8/STRA6/PITX1/HNF4A	37
BP	GO:0001101	response to acid chemical	31/900	343/18670	0.000607756567148593	0.0127191255076695	0.0105094384123341	SLC6A4/WNT3A/NTRK2/CDO1/ALDH1A2/SFRP1/BCHE/GNRH1/PTGDR/CD36/PDK4/TIE1/HOXA2/CYP26B1/PTGFR/DUSP1/PRKCE/CPEB1/NTRK3/AQP1/KDR/OTC/PTN/PDGFB/NME1/PTK6/CCNB1/PTGES/NQO1/TESC/GJB2	31
BP	GO:0002683	negative regulation of immune system process	37/900	435/18670	0.000608095818430288	0.0127191255076695	0.0105094384123341	GPR17/IL1RL1/SLIT2/TAL1/SFRP1/FOXF1/CLEC12B/HOXA5/GATA2/GNRH1/TBX21/ZBTB16/ANGPT1/IL33/CD160/IL7R/CX3CL1/HLX/PDE5A/DUSP1/APOA1/A2M/LRRC32/SFTPD/SPN/MEIS1/SERPING1/CXCL12/NME1/TNFRSF21/MDK/HMGB3/C4BPB/SOX11/AMBP/VTCN1/MMP12	37
BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	24/900	241/18670	0.000634846481601606	0.0132233231730268	0.0109260420780908	BMPER/SOSTDC1/GPC3/CAV1/CAV3/CRB2/FGF10/LTBP4/GDF10/SFRP1/CHRDL1/ACVRL1/CDH5/VWC2/ITGA8/CAV2/NPNT/ZNF423/SMAD6/RNF165/VEPH1/TTK/SOX11/FERMT1	24
BP	GO:0035136	forelimb morphogenesis	8/900	41/18670	0.000653871048874864	0.0135630762378649	0.0112067700187157	ALDH1A2/RSPO2/ZBTB16/RECK/TBX3/RNF165/WNT7A/CRABP2	8
BP	GO:0050818	regulation of coagulation	12/900	84/18670	0.000673821017408241	0.0139191374629083	0.011500972911309	CPB2/CAV1/THBD/CD36/VTN/KLKB1/SELP/SERPING1/PDGFB/F2RL1/PROC/TSPAN8	12
BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	28/900	301/18670	0.000700711998318547	0.014415058763763	0.0119107380610872	MYOC/WNT3A/TNR/SLIT2/NTRK2/SEMA3G/SEMA6A/LIMS2/ARC/SEMA5A/DCC/SHANK3/CASS4/FBLN1/PTPRD/WNT7A/APOA1/SEMA6D/NTRK3/SEMA3D/HECW2/CXCL12/SEMA4B/MDK/NGEF/CRABP2/ITPKA/SPP1	28
BP	GO:0001977	renal system process involved in regulation of blood volume	5/900	16/18670	0.000720324020784901	0.0145785416190434	0.0120458191244831	CORO2B/EMP2/PDGFB/GJA5/F2RL1	5
BP	GO:0006837	serotonin transport	5/900	16/18670	0.000720324020784901	0.0145785416190434	0.0120458191244831	SLC6A4/NOS1/MAOB/P2RX1/GPM6B	5
BP	GO:0070593	dendrite self-avoidance	5/900	16/18670	0.000720324020784901	0.0145785416190434	0.0120458191244831	CNTN6/ROBO4/ROBO3/DSCAML1/IGSF9	5
BP	GO:1900451	positive regulation of glutamate receptor signaling pathway	5/900	16/18670	0.000720324020784901	0.0145785416190434	0.0120458191244831	ARC/ADRB2/SHANK3/CACNG4/RGS9	5
BP	GO:0032355	response to estradiol	16/900	134/18670	0.000732618925407265	0.0147675887423827	0.0122020231888714	SLC6A4/ALDH1A2/RAMP3/FGF10/SFRP1/RAMP2/CYP1A2/GGT3P/CRYAB/RGS9/PTGFR/WNT7A/DUSP1/PTN/NQO1/GJB2	16
BP	GO:0010771	negative regulation of cell morphogenesis involved in differentiation	13/900	97/18670	0.000761409152404643	0.0152251374114832	0.0125800821643614	WNT3A/TNR/SLIT2/SEMA3G/SEMA6A/SEMA5A/DCC/FBLN1/SEMA6D/SEMA3D/SEMA4B/NGEF/SPP1	13
BP	GO:0032231	regulation of actin filament bundle assembly	13/900	97/18670	0.000761409152404643	0.0152251374114832	0.0125800821643614	MYOC/SYNPO2L/SFRP1/ARHGEF15/SHANK3/CORO2B/S1PR1/DLC1/CX3CL1/APOA1/ARHGAP6/SYNPO2/LIMCH1	13
BP	GO:0030517	negative regulation of axon extension	8/900	42/18670	0.000774058677016532	0.0153552354222446	0.0126875783150078	WNT3A/TNR/SEMA3G/SEMA6A/SEMA5A/SEMA6D/SEMA3D/SEMA4B	8
BP	GO:0033048	negative regulation of mitotic sister chromatid segregation	8/900	42/18670	0.000774058677016532	0.0153552354222446	0.0126875783150078	DUSP1/MAD2L1/TTK/PLK1/CCNB1/BUB1B/AURKB/CDC20	8
BP	GO:0086064	cell communication by electrical coupling involved in cardiac conduction	6/900	24/18670	0.000786150875269007	0.0155203845232879	0.0128240361481521	CAV1/ATP1A2/ATP1B2/RYR2/GJA5/ATP1B1	6
BP	GO:0086001	cardiac muscle cell action potential	11/900	74/18670	0.000794772169680139	0.0155203845232879	0.0128240361481521	CAV1/CAV3/SCN2B/SCN4B/SCN1A/ATP1A2/RYR2/GJA5/DSG2/ATP1B1/DSP	11
BP	GO:1903036	positive regulation of response to wounding	11/900	74/18670	0.000794772169680139	0.0155203845232879	0.0128240361481521	CPB2/DUOX1/THBD/CD36/VTN/PRKCE/NTRK3/SELP/HBEGF/PTN/MDK	11
BP	GO:0050921	positive regulation of chemotaxis	16/900	135/18670	0.000794802648121963	0.0155203845232879	0.0128240361481521	SLIT2/FGF10/SEMA5A/DAPK2/S1PR1/IL12A/FGF2/NTRK3/KDR/CXCL12/PTN/PDGFB/MDK/EDN2/F2RL1/CXCL14	16
BP	GO:0034394	protein localization to cell surface	10/900	63/18670	0.000806554218998268	0.0156885779796589	0.0129630094423478	GPIHBP1/CAV3/FGF10/ACTN2/EMP2/ANGPT1/FCN1/RIC3/GPM6B/FBLN5	10
BP	GO:1990778	protein localization to cell periphery	29/900	319/18670	0.000819042666254364	0.0158697453046727	0.0131127026616978	WNT3A/DPP6/CAV1/RAMP3/CAV3/ACTN2/RAMP2/KCNB1/TMEM88/EMP2/GRASP/NFASC/EFR3B/CACNG4/LIN7A/PRKG2/NKD2/PRKCE/STX1B/EPB41L2/PKP3/PLK1/LYPD1/ANLN/ATP1B1/PLS1/AMN/TESC/AGR2	29
BP	GO:0030513	positive regulation of BMP signaling pathway	7/900	33/18670	0.000839417415728483	0.0162017284217247	0.0133870105235463	GPC3/CRB2/ACVRL1/CDH5/ZNF423/RNF165/SOX11	7
BP	GO:0003002	regionalization	31/900	351/18670	0.000889907028418976	0.0170146800360232	0.0140587284744012	WNT3A/SOSTDC1/GPC3/DMRT2/ALDH1A2/ARC/CRB2/FGF10/TCAP/HOXA4/SFRP1/FOXF1/HHIP/HOXA5/ZBTB16/HOXA2/HOXA6/CYP26B1/WNT2B/TBX3/SMAD6/WNT7A/HEY1/DSCAML1/SOX17/TCF15/HOXB7/OTX1/SIX2/HOXC10/BARX1	31
BP	GO:0003281	ventricular septum development	11/900	75/18670	0.000891571716031574	0.0170146800360232	0.0140587284744012	SLIT2/SLIT3/PDE2A/HEG1/TBX3/SMAD6/HEY1/GJA5/SALL4/SOX11/STRA6	11
BP	GO:0061140	lung secretory cell differentiation	4/900	10/18670	0.000891747583404296	0.0170146800360232	0.0140587284744012	FGF10/HOXA5/AGR2/SPDEF	4
BP	GO:0010632	regulation of epithelial cell migration	27/900	291/18670	0.000899586882686326	0.0170989917359275	0.0141283927462923	BMPER/SLIT2/CCBE1/ANGPT4/FGF10/TEK/SEMA5A/ACVRL1/GATA2/EMP2/ANGPT1/FLT4/SASH1/MMRN2/WNT7A/MCC/FGF2/PRKCE/RHOJ/HBEGF/KDR/STARD13/PTN/PTPRM/PDGFB/RAB25/MARVELD3	27
BP	GO:0003009	skeletal muscle contraction	8/900	43/18670	0.000911377623079704	0.0172574876430888	0.0142593532414863	TNNT3/CAV3/TCAP/TNNC1/SYNM/TNNT2/MYH3/GSTM2	8
BP	GO:0051781	positive regulation of cell division	12/900	87/18670	0.000927064954505668	0.0174882932361277	0.0144500610982333	PPBP/TAL1/FGF2/PRKCE/PTN/PDGFB/TGFA/KIF14/CDC6/AURKB/ECT2/MDK	12
BP	GO:0001935	endothelial cell proliferation	20/900	191/18670	0.000938782113709608	0.0176427510768208	0.0145776850581579	BMPER/VIP/CAV1/ALDH1A2/TEK/SEMA5A/ACVRL1/GATA2/CAV2/APLN/FLT4/APOA1/FGF2/EGFL7/KDR/CXCL12/PTPRM/PDGFB/MDK/XDH	20
BP	GO:0003184	pulmonary valve morphogenesis	5/900	17/18670	0.00098021861600261	0.0182889222293367	0.0151115972305866	SLIT2/SMAD6/HEY1/GJA5/STRA6	5
BP	GO:0001938	positive regulation of endothelial cell proliferation	14/900	112/18670	0.00098048232795804	0.0182889222293367	0.0151115972305866	VIP/TEK/SEMA5A/ACVRL1/GATA2/CAV2/APLN/FLT4/FGF2/EGFL7/KDR/CXCL12/PDGFB/MDK	14
BP	GO:0051056	regulation of small GTPase mediated signal transduction	30/900	338/18670	0.000988027125705707	0.0182926151640854	0.0151146485936916	MYOC/GPR17/SYNPO2L/ADRA1A/SLIT2/FGF10/ARHGEF15/IQSEC3/DLC1/HEG1/RASIP1/ARHGAP20/APOA1/STARD8/ARHGAP6/A2M/CGNL1/RHOJ/ARAP3/STARD13/KANK2/RALGPS2/FOXM1/KIF14/DEPDC1B/ECT2/F2RL1/NGEF/RASAL1/RHOV	30
BP	GO:0050927	positive regulation of positive chemotaxis	6/900	25/18670	0.00099263463527367	0.0182926151640854	0.0151146485936916	FGF10/S1PR1/NTRK3/KDR/CXCL12/F2RL1	6
BP	GO:0051146	striated muscle cell differentiation	27/900	293/18670	0.000996721430706139	0.0182926151640854	0.0151146485936916	WNT3A/SYNPO2L/P2RX2/ADRA1A/NOS1/ANKRD1/TNNT3/CAV3/TCAP/ACTN2/MYH10/PGM5/PI16/LDB3/CAV2/CYP26B1/CASQ2/TBX3/TMOD1/TNNT2/MYOZ1/BVES/CACNA2D2/MYH3/CCNB1/SIX4/BARX2	27
BP	GO:0061045	negative regulation of wound healing	11/900	76/18670	0.000997923677954659	0.0182926151640854	0.0151146485936916	CPB2/AJAP1/THBD/VTN/KLKB1/FGF2/MYOZ1/SERPING1/PDGFB/PROC/TSPAN8	11
BP	GO:0048839	inner ear development	20/900	192/18670	0.00100172765131369	0.0182926151640854	0.0151146485936916	WNT3A/BMPER/SLC25A27/FGF10/MCOLN3/TCAP/GATA2/GABRB2/ITGA8/TMIE/LIN7A/NTRK3/FAT4/CDH23/SIX4/OTX1/CXCL14/CTHRC1/GJB2/COL11A1	20
BP	GO:0007015	actin filament organization	34/900	400/18670	0.00100550986165987	0.0182926151640854	0.0151146485936916	MYOC/SYNPO2L/FAM107A/CORO6/SLIT2/KANK3/PLEKHH2/CAV3/TCAP/ACTN2/SFRP1/ARHGEF15/SEMA5A/SHANK3/CORO2B/S1PR1/EMP2/CASS4/WASF3/DLC1/CX3CL1/TMSB15A/TMOD1/APOA1/ARHGAP6/PRKCE/SYNPO2/LIMCH1/CGNL1/RHOJ/CXCL12/PLS1/F2RL1/RHOV	34
BP	GO:0006805	xenobiotic metabolic process	15/900	125/18670	0.00100651652150424	0.0182926151640854	0.0151146485936916	CDO1/CYP3A7/AOC3/FMO2/GSTM5/BCHE/CYP1A2/CYP26B1/CSAD/CES1/GSTM2/ACY3/NQO1/AKR7A3/HNF4A	15
BP	GO:0010765	positive regulation of sodium ion transport	7/900	34/18670	0.00101361360281089	0.0182926151640854	0.0151146485936916	NOS1/FXYD1/SCN4B/ATP1B2/WNK2/ATP1B1/TESC	7
BP	GO:2000273	positive regulation of signaling receptor activity	7/900	34/18670	0.00101361360281089	0.0182926151640854	0.0151146485936916	TAL1/ARC/ADRB2/SHANK3/CACNG4/RGS9/TGFA	7
BP	GO:0034446	substrate adhesion-dependent cell spreading	13/900	100/18670	0.00101746543299266	0.0182960780558643	0.015117509879073	MYOC/RADIL/LIMS2/TEK/LAMC3/ITGA8/CASS4/NTN5/FBLN1/APOA1/BVES/KIF14/MDK	13
BP	GO:0060560	developmental growth involved in morphogenesis	23/900	235/18670	0.00103234157426972	0.0184285956200039	0.0152270052353408	WNT3A/SH3GL2/TNR/SLIT2/SEMA3G/SEMA6A/FGF10/SLIT3/SFRP1/TBX2/SEMA5A/DCC/S1PR1/SEMA6D/NTRK3/SEMA3D/CXCL12/SEMA4B/SIX4/KIF26B/CRABP2/RASAL1/SPP1	23
BP	GO:0006940	regulation of smooth muscle contraction	10/900	65/18670	0.00103589425269476	0.0184285956200039	0.0152270052353408	ADRA1A/CAV1/ADRB2/CALCRL/ATP1A2/NPNT/DOCK4/P2RX1/ADRA1B/EDN2	10
BP	GO:0060675	ureteric bud morphogenesis	10/900	65/18670	0.00103589425269476	0.0184285956200039	0.0152270052353408	GPC3/TCF21/NPNT/WNT2B/FGF2/FAT4/SIX4/HOXB7/KIF26B/SIX2	10
BP	GO:0048771	tissue remodeling	19/900	179/18670	0.00105863005070779	0.0187662823527952	0.0155060258267166	CAV1/EPAS1/ADRB2/FGF10/SFRP1/PTH1R/ACVRL1/LEPR/S1PR1/PDK4/FLT4/RSPO3/PTN/GJA5/EFNA4/ELF3/MDK/CTHRC1/SPP1	19
BP	GO:0033046	negative regulation of sister chromatid segregation	8/900	44/18670	0.00106754297872012	0.0188574111329395	0.0155813228510238	DUSP1/MAD2L1/TTK/PLK1/CCNB1/BUB1B/AURKB/CDC20	8
BP	GO:0048285	organelle fission	37/900	449/18670	0.00108529182204453	0.0191034289380303	0.0157846001100917	CAV2/CYP26B1/DUSP1/MAPK15/HECW2/KDR/PDGFB/RAD51/NUSAP1/TGFA/MAD2L1/NCAPG/TTK/NCAPH/KIF14/ZWINT/PLK1/CDCA8/KIF2C/ANLN/TPX2/CCNB1/BUB1B/KIF4A/CDC6/AURKB/TOP2A/BIRC5/CDCA5/CDC20/UBE2C/DLGAP5/CDC25C/MYBL2/MND1/NUF2/NEK2	37
BP	GO:0098900	regulation of action potential	9/900	55/18670	0.00116507801426112	0.0204350355481368	0.016884867392613	ADRA1A/CAV1/CAV3/KCNB1/CD36/RYR2/GJA5/DSG2/DSP	9
BP	GO:0072171	mesonephric tubule morphogenesis	10/900	66/18670	0.00116911785692481	0.0204350355481368	0.016884867392613	GPC3/TCF21/NPNT/WNT2B/FGF2/FAT4/SIX4/HOXB7/KIF26B/SIX2	10
BP	GO:0050804	modulation of chemical synaptic transmission	36/900	436/18670	0.00121614018221747	0.0210496137754099	0.0173926752623595	SLC6A4/WNT3A/TNR/ADRA1A/GRIA1/FAM107A/GRIK4/CALB2/MME/NTRK2/NTNG1/PRRT2/ARC/ADRB2/BCHE/DCC/SHANK3/KCNB1/ATP1A2/LRRTM2/CACNG4/CX3CL1/AKAP12/NRGN/CX3CR1/WNT7A/P2RX1/PRKCE/STX1B/CACNA2D2/JPH4/PTN/STX1A/CDC20/SLC7A11/ITPKA	36
BP	GO:0052547	regulation of peptidase activity	37/900	452/18670	0.00122247558346265	0.0210496137754099	0.0173926752623595	WNT3A/WFDC12/GPC3/SERPINA9/CAV1/COL4A3/CRB2/ANXA8L1/SPOCK2/SERPINI2/TIMP3/PI16/CRYAB/VTN/DLC1/RECK/SOX7/FBLN1/P2RX1/MEFV/A2M/AQP1/SERPING1/LAMP3/ITIH5/SFN/BIRC5/XDH/WFDC2/CST2/WFDC3/AMBP/BCL2L10/CST4/SERPINA4/CST1/SPINK1	37
BP	GO:0045861	negative regulation of proteolysis	31/900	358/18670	0.00122480017338935	0.0210496137754099	0.0173926752623595	CPB2/WFDC12/GPC3/SERPINA9/COL4A3/CRB2/ANXA8L1/SPOCK2/SERPINI2/TIMP3/PI16/CRYAB/VTN/RECK/GAS1/A2M/AQP1/SERPING1/LAMP3/ITIH5/SFN/BIRC5/WFDC2/CST2/WFDC3/PBK/AMBP/CST4/SERPINA4/CST1/SPINK1	31
BP	GO:0007409	axonogenesis	38/900	468/18670	0.00122520699434616	0.0210496137754099	0.0173926752623595	WNT3A/TNR/SLIT2/NTRK2/CNTN6/NTNG1/SEMA3G/SEMA6A/ROBO4/SLIT3/ADARB1/SEMA5A/MYH10/DCC/SHANK3/NFASC/ROBO3/HOXA2/RNF165/DOK6/GFRA2/WNT7A/FEZ1/SEMA6D/SHC3/NTRK3/SEMA3D/DSCAML1/NR4A2/CXCL12/PTPRM/EFNA4/SEMA4B/CRABP2/IGSF9/EPHA10/TUBB3/SPP1	38
BP	GO:0010522	regulation of calcium ion transport into cytosol	13/900	102/18670	0.0012253325882465	0.0210496137754099	0.0173926752623595	P2RX2/NOS1/CAV1/RAMP3/TRPC3/ATP1A2/CASQ2/CX3CL1/PRKCE/TRPC1/RYR2/JPH4/GSTM2	13
BP	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	6/900	26/18670	0.00123836359906039	0.0210866201982319	0.0174232525784866	MME/CMA1/CTSG/CES1/GJA5/F2RL1	6
BP	GO:0050926	regulation of positive chemotaxis	6/900	26/18670	0.00123836359906039	0.0210866201982319	0.0174232525784866	FGF10/S1PR1/NTRK3/KDR/CXCL12/F2RL1	6
BP	GO:0051985	negative regulation of chromosome segregation	8/900	45/18670	0.0012443594635884	0.0210866201982319	0.0174232525784866	DUSP1/MAD2L1/TTK/PLK1/CCNB1/BUB1B/AURKB/CDC20	8
BP	GO:1900271	regulation of long-term synaptic potentiation	8/900	45/18670	0.0012443594635884	0.0210866201982319	0.0174232525784866	FAM107A/CALB2/MME/ARC/SHANK3/NRGN/CX3CR1/PTN	8
BP	GO:0099177	regulation of trans-synaptic signaling	36/900	437/18670	0.00126587181367022	0.0213547995585479	0.0176448412772537	SLC6A4/WNT3A/TNR/ADRA1A/GRIA1/FAM107A/GRIK4/CALB2/MME/NTRK2/NTNG1/PRRT2/ARC/ADRB2/BCHE/DCC/SHANK3/KCNB1/ATP1A2/LRRTM2/CACNG4/CX3CL1/AKAP12/NRGN/CX3CR1/WNT7A/P2RX1/PRKCE/STX1B/CACNA2D2/JPH4/PTN/STX1A/CDC20/SLC7A11/ITPKA	36
BP	GO:0050806	positive regulation of synaptic transmission	18/900	168/18670	0.00127300065382022	0.0213547995585479	0.0176448412772537	TNR/ADRA1A/FAM107A/CALB2/MME/NTRK2/ARC/ADRB2/SHANK3/LRRTM2/CACNG4/NRGN/CX3CR1/WNT7A/PRKCE/STX1B/PTN/STX1A	18
BP	GO:0051302	regulation of cell division	18/900	168/18670	0.00127300065382022	0.0213547995585479	0.0176448412772537	PPBP/TAL1/SUSD2/FGF2/PRKCE/SOX17/PTN/PDGFB/TGFA/SFN/KIF14/PLK1/KIF20A/CDC6/AURKB/ECT2/MDK/E2F8	18
BP	GO:0007597	blood coagulation, intrinsic pathway	5/900	18/18670	0.00130377366291977	0.0216530383419799	0.0178912671911075	GP9/VWF/KLKB1/A2M/SERPING1	5
BP	GO:0072574	hepatocyte proliferation	5/900	18/18670	0.00130377366291977	0.0216530383419799	0.0178912671911075	WNT3A/CPB2/LIMS2/PTN/MDK	5
BP	GO:0072575	epithelial cell proliferation involved in liver morphogenesis	5/900	18/18670	0.00130377366291977	0.0216530383419799	0.0178912671911075	WNT3A/CPB2/LIMS2/PTN/MDK	5
BP	GO:0086002	cardiac muscle cell action potential involved in contraction	9/900	56/18670	0.00132985319320855	0.0220130334862567	0.0181887205651807	CAV1/CAV3/SCN2B/SCN4B/SCN1A/RYR2/GJA5/DSG2/DSP	9
BP	GO:0043129	surfactant homeostasis	4/900	11/18670	0.00134803979484393	0.0221672728106079	0.0183161639714944	EPAS1/SFTPA1/SFTPA2/SFTPD	4
BP	GO:0060856	establishment of blood-brain barrier	4/900	11/18670	0.00134803979484393	0.0221672728106079	0.0183161639714944	TTPA/RECK/WNT7A/LSR	4
BP	GO:0006813	potassium ion transport	23/900	240/18670	0.00136810303260959	0.0223655775920366	0.0184800173658209	DPP6/KCNA4/VIP/FHL1/NOS1/CAV1/FXYD1/CAV3/KCNT2/ACTN2/KCNB1/ATP1A2/CASQ2/KCNMB2/ATP1B2/AQP1/SLC9A5/KCNAB3/GJA5/WNK2/ATP1B1/KCNN4/KCNK1	23
BP	GO:1902904	negative regulation of supramolecular fiber organization	16/900	142/18670	0.00136904715806426	0.0223655775920366	0.0184800173658209	MYOC/SLIT2/KANK3/PLEKHH2/CAV3/SHANK3/CORO2B/S1PR1/CDH5/CRYAB/DLC1/TMSB15A/TMOD1/ARHGAP6/NAV3/TRIM54	16
BP	GO:0050808	synapse organization	34/900	408/18670	0.00140664141550152	0.0229048874139807	0.0189256331713628	WNT3A/P2RX2/TNR/GPM6A/LRRN3/NTRK2/NTNG1/ARC/SPOCK2/ARHGEF15/MYH10/SHANK3/CNKSR2/GABRB2/NFASC/MDGA1/LRRTM2/WASF3/CX3CL1/SPARCL1/PTPRD/CX3CR1/WNT7A/CACNB4/NTRK3/LRRC4B/CACNA2D2/PTN/SIX4/CDC20/NGEF/SLC7A11/IGSF9/ITPKA	34
BP	GO:0019935	cyclic-nucleotide-mediated signaling	21/900	212/18670	0.00144000566625071	0.0233564809985081	0.0192987716360421	ADRA1A/VIP/NOS1/RAMP3/ADRB2/RXFP1/RAMP2/PDE2A/EDNRB/PTH1R/NPR1/ADRA1D/CALCRL/ADCY4/CD36/PTGFR/ADRA1B/AQP1/PTGIR/RAPGEF4/ADM2	21
BP	GO:0060443	mammary gland morphogenesis	8/900	46/18670	0.00144371926956171	0.0233564809985081	0.0192987716360421	SOSTDC1/CAV1/CAV3/FGF10/TBX2/PGR/TBX3/ELF3	8
BP	GO:0032414	positive regulation of ion transmembrane transporter activity	13/900	104/18670	0.00146741813080216	0.023553845037265	0.0194618477224345	ARC/ADRB2/ACTN2/SHANK3/CACNG4/RGS9/ATP1B2/RYR2/GSTM2/WNK2/ATP1B1/TESC/HTR3A	13
